Chromosome Physical_Pos cM/Mb deCODE
22 16858968 0.0 0.0
22 16862245 0.0 0.0
22 16863070 0.0 0.0
22 16865262 0.0 0.0
22 16870393 0.0 0.0
22 16871440 0.0 0.0
22 16877135 0.0 0.0
22 16878039 0.0 0.0
22 16878423 0.0 0.0
22 16886974 0.0 0.0
22 16888577 0.0 0.0
22 16888900 0.0 0.0
22 16890125 0.0 0.0
22 16890296 0.0 0.0
22 16890307 0.0 0.0
22 16890816 0.0 0.0
22 16892858 0.0 0.0
22 16893449 0.0 0.0
22 16894090 0.0 0.0
22 16894264 0.0 0.0
22 16896164 0.0 0.0
22 16896210 0.0 0.0
22 16896762 0.0 0.0
22 16896882 0.0 0.0
22 16900134 0.0 0.0
22 16902425 0.0 0.0
22 16904080 0.0 0.0
22 16905893 0.0 0.0
22 16911574 0.0 0.0
22 16911828 0.0 0.0
22 16915707 0.0 0.0
22 16915998 0.0 0.0
22 16918335 0.0 0.0
22 16918847 0.0 0.0
22 16918867 0.0 0.0
22 16938376 0.0 0.0
22 16952978 0.0 0.0
22 16953120 0.0 0.0
22 16957305 0.0 0.0
22 16963545 0.0 0.0
22 16966809 0.0 0.0
22 16968466 0.0 0.0
22 16970900 0.0 0.0
22 16973226 0.0 0.0
22 16983606 0.0 0.0
22 16989290 0.0 0.0
22 16990420 0.0 0.0
22 16990526 0.0 0.0
22 17000277 0.0 0.0
22 17030710 0.0 0.0
22 17030792 0.0 0.0
22 17032698 0.0 0.0
22 17049825 0.0 0.0
22 17049907 0.0 0.0
22 17050088 0.0 0.0
22 17054027 0.0 0.0
22 17054720 0.0 0.0
22 17056022 0.0 0.0
22 17057138 0.0 0.0
22 17057597 0.0 0.0
22 17058616 0.0 0.0
22 17062927 0.0 0.0
22 17063359 0.0 0.0
22 17065079 0.0 0.0
22 17066732 0.0 0.0
22 17067005 0.0 0.0
22 17067504 0.0 0.0
22 17068748 0.0 0.0
22 17070109 0.0 0.0
22 17071043 0.0 0.0
22 17072483 0.0 0.0
22 17073066 0.0 0.0
22 17074622 0.0 0.0
22 17075353 0.0 0.0
22 17080378 0.0 0.0
22 17084609 0.0 0.0
22 17084762 0.0 0.0
22 17087656 0.0 0.0
22 17087705 0.0 0.0
22 17089639 0.0 0.0
22 17090474 0.0 0.0
22 17094749 0.0 0.0
22 17096707 0.0 0.0
22 17096864 0.0 0.0
22 17097416 0.0 0.0
22 17099107 0.0 0.0
22 17100497 0.0 0.0
22 17100911 0.0 0.0
22 17101987 0.0 0.0
22 17102604 0.0 0.0
22 17103078 0.0 0.0
22 17103717 0.0 0.0
22 17105666 0.0 0.0
22 17106294 0.0 0.0
22 17107266 0.0 0.0
22 17107330 0.0 0.0
22 17108619 0.0 0.0
22 17109150 0.0 0.0
22 17112280 0.0 0.0
22 17112342 0.0 0.0
22 17116233 0.0 0.0
22 17116398 0.0 0.0
22 17121886 0.0 0.0
22 17123478 0.0 0.0
22 17124307 0.0 0.0
22 17129738 0.0 0.0
22 17130409 0.0 0.0
22 17132490 0.0 0.0
22 17136658 0.0 0.0
22 17139227 0.0 0.0
22 17140023 0.0 0.0
22 17140593 0.0 0.0
22 17148879 0.0 0.0
22 17149033 0.0 0.0
22 17149300 0.0 0.0
22 17152611 0.0 0.0
22 17154984 0.0 0.0
22 17154992 0.0 0.0
22 17155383 0.0 0.0
22 17159670 0.0 0.0
22 17161286 0.0 0.0
22 17164372 0.0 0.0
22 17164478 0.0 0.0
22 17164773 0.0 0.0
22 17169522 0.0 0.0
22 17171377 0.0 0.0
22 17173913 0.0 0.0
22 17175288 0.0 0.0
22 17177075 0.0 0.0
22 17177470 0.0 0.0
22 17177794 0.0 0.0
22 17177906 0.0 0.0
22 17178015 0.0 0.0
22 17178213 0.0 0.0
22 17178230 0.0 0.0
22 17178332 0.0 0.0
22 17178586 0.0 0.0
22 17180510 0.0 0.0
22 17183103 0.0 0.0
22 17186728 0.0 0.0
22 17187276 0.0 0.0
22 17187577 0.0 0.0
22 17187689 0.0 0.0
22 17187719 0.0 0.0
22 17188058 0.0 0.0
22 17189132 0.0 0.0
22 17189194 0.0 0.0
22 17189718 0.0 0.0
22 17190111 0.0 0.0
22 17190730 0.0 0.0
22 17192143 0.0 0.0
22 17195268 0.0 0.0
22 17195679 0.0 0.0
22 17195867 0.0 0.0
22 17196300 0.0 0.0
22 17198998 0.0 0.0
22 17200597 0.0 0.0
22 17202602 0.0 0.0
22 17203103 0.0 0.0
22 17206030 0.0 0.0
22 17206496 0.0 0.0
22 17210318 0.0 0.0
22 17211075 0.0 0.0
22 17211341 0.0 0.0
22 17211440 0.0 0.0
22 17211973 0.0 0.0
22 17212113 0.0 0.0
22 17212553 0.0 0.0
22 17212992 0.0 0.0
22 17213298 0.0 0.0
22 17214252 0.0 0.0
22 17214669 0.0 0.0
22 17215732 0.0 0.0
22 17216894 0.0 0.0
22 17217201 0.0 0.0
22 17219250 0.0 0.0
22 17219356 0.0 0.0
22 17219625 0.0 0.0
22 17220001 0.0 0.0
22 17221495 0.0 0.0
22 17221812 0.0 0.0
22 17225174 0.0 0.0
22 17225193 0.0 0.0
22 17225319 0.0 0.0
22 17225407 0.0 0.0
22 17225715 0.0 0.0
22 17225903 0.0 0.0
22 17225950 0.0 0.0
22 17227403 0.0 0.0
22 17227461 0.0 0.0
22 17227600 0.0 0.0
22 17228796 0.0 0.0
22 17229968 0.0 0.0
22 17231133 0.0 0.0
22 17231512 0.0 0.0
22 17231603 0.0 0.0
22 17231719 0.0 0.0
22 17234497 0.0 0.0
22 17238270 0.0 0.0
22 17238335 0.0 0.0
22 17238906 0.0 0.0
22 17239552 0.0 0.0
22 17241459 0.0 0.0
22 17243464 0.0 0.0
22 17244600 0.0 0.0
22 17244734 0.0 0.0
22 17245309 0.0 0.0
22 17245340 0.0 0.0
22 17246329 0.0 0.0
22 17254399 0.0 0.0
22 17255296 0.0 0.0
22 17255527 0.0 0.0
22 17255752 0.0 0.0
22 17256231 0.0 0.0
22 17257198 0.0 0.0
22 17257295 0.0 0.0
22 17258201 0.0 0.0
22 17258313 0.0 0.0
22 17258797 0.0 0.0
22 17258808 0.0 0.0
22 17259954 0.0 0.0
22 17260536 0.0 0.0
22 17261026 0.0 0.0
22 17262699 0.0 0.0
22 17263854 0.0 0.0
22 17264565 0.0 0.0
22 17264904 0.0 0.0
22 17265124 0.0 0.0
22 17265194 0.0 0.0
22 17266361 0.0 0.0
22 17266625 0.0 0.0
22 17266949 0.0 0.0
22 17267006 0.0 0.0
22 17267459 0.0 0.0
22 17268016 0.0 0.0
22 17268152 0.0 0.0
22 17269076 0.0 0.0
22 17270265 0.0 0.0
22 17271652 0.0 0.0
22 17271703 0.0 0.0
22 17271714 0.0 0.0
22 17271842 0.0 0.0
22 17272246 0.0 0.0
22 17273178 0.0 0.0
22 17273468 0.0 0.0
22 17273728 0.0 0.0
22 17274435 0.0 0.0
22 17275394 0.0 0.0
22 17278762 0.0 0.0
22 17280345 0.0 0.0
22 17280822 0.0 0.0
22 17281110 0.0 0.0
22 17281392 0.0 0.0
22 17281931 0.0 0.0
22 17282549 0.0 0.0
22 17283102 0.0 0.0
22 17283820 0.0 0.0
22 17284065 0.0 0.0
22 17284363 0.0 0.0
22 17284540 0.0 0.0
22 17285049 0.0 0.0
22 17285419 0.0 0.0
22 17285949 0.0 0.0
22 17286147 0.0 0.0
22 17286329 0.0 0.0
22 17286712 0.0 0.0
22 17288200 0.0 0.0
22 17288220 0.0 0.0
22 17288377 0.0 0.0
22 17288988 0.0 0.0
22 17289118 0.0 0.0
22 17290010 0.0 0.0
22 17290674 0.0 0.0
22 17291543 0.0 0.0
22 17293143 0.0 0.0
22 17294251 0.0 0.0
22 17294997 0.0 0.0
22 17295703 0.0 0.0
22 17295764 0.0 0.0
22 17296235 0.0 0.0
22 17296426 0.0 0.0
22 17296700 0.0 0.0
22 17296720 0.0 0.0
22 17299033 0.0 0.0
22 17299261 0.0 0.0
22 17299901 0.0 0.0
22 17300320 0.0 0.0
22 17301217 0.0 0.0
22 17301843 0.0 0.0
22 17302458 0.0 0.0
22 17303383 0.0 0.0
22 17303469 0.0 0.0
22 17303596 0.0 0.0
22 17304132 0.0 0.0
22 17304246 0.0 0.0
22 17304887 0.0 0.0
22 17305777 0.0 0.0
22 17306104 0.0 0.0
22 17306184 0.0 0.0
22 17306270 0.0 0.0
22 17307742 0.0 0.0
22 17308241 0.0 0.0
22 17309296 0.0 0.0
22 17309362 0.0 0.0
22 17309517 0.0 0.0
22 17309555 0.0 0.0
22 17309881 0.0 0.0
22 17310488 0.0 0.0
22 17310741 0.0 0.0
22 17311027 0.0 0.0
22 17312596 0.0 0.0
22 17313288 0.0 0.0
22 17313798 0.0 0.0
22 17313872 0.0 0.0
22 17314151 0.0 0.0
22 17314977 0.0 0.0
22 17315102 0.0 0.0
22 17315458 0.0 0.0
22 17315503 0.0 0.0
22 17315621 0.0 0.0
22 17316313 0.0 0.0
22 17316555 0.0 0.0
22 17317062 0.0 0.0
22 17317100 0.0 0.0
22 17317233 0.0 0.0
22 17317346 0.0 0.0
22 17318150 0.0 0.0
22 17318333 0.0 0.0
22 17318367 0.0 0.0
22 17318682 0.0 0.0
22 17319156 0.0 0.0
22 17320361 0.0 0.0
22 17321768 0.0 0.0
22 17323243 0.0 0.0
22 17323853 0.0 0.0
22 17324383 0.0 0.0
22 17324504 0.0 0.0
22 17325148 0.0 0.0
22 17326181 0.0 0.0
22 17326432 0.0 0.0
22 17326550 0.0 0.0
22 17326668 0.0 0.0
22 17326914 0.0 0.0
22 17327157 0.0 0.0
22 17327181 0.0 0.0
22 17327595 0.0 0.0
22 17327712 0.0 0.0
22 17328627 0.0 0.0
22 17329355 0.0 0.0
22 17329601 0.0 0.0
22 17330409 0.0 0.0
22 17331020 0.0 0.0
22 17331656 0.0 0.0
22 17332664 0.0 0.0
22 17332915 0.0 0.0
22 17334052 0.0 0.0
22 17337527 0.0 0.0
22 17338134 0.0 0.0
22 17338286 0.0 0.0
22 17338446 0.0 0.0
22 17339003 0.0 0.0
22 17339040 0.0 0.0
22 17339068 0.0 0.0
22 17339129 0.0 0.0
22 17339404 0.0 0.0
22 17340077 0.0 0.0
22 17340419 0.0 0.0
22 17340639 0.0 0.0
22 17340798 0.0 0.0
22 17340906 0.0 0.0
22 17341904 0.0 0.0
22 17342240 0.0 0.0
22 17342480 0.0 0.0
22 17343037 0.0 0.0
22 17345122 0.0 0.0
22 17346384 0.0 0.0
22 17346544 0.0 0.0
22 17347348 0.0 0.0
22 17347460 0.0 0.0
22 17352097 0.0 0.0
22 17353947 0.0 0.0
22 17362289 0.0 0.0
22 17371336 0.0 0.0
22 17372135 0.0 0.0
22 17387645 0.0 0.0
22 17387757 0.0 0.0
22 17389912 0.0 0.0
22 17391088 0.0 0.0
22 17393020 0.0 0.0
22 17393239 0.0 0.0
22 17393451 0.0 0.0
22 17393876 0.0 0.0
22 17394989 0.0 0.0
22 17395434 0.0 0.0
22 17395610 0.0 0.0
22 17395724 0.0 0.0
22 17395974 0.0 0.0
22 17396459 0.0 0.0
22 17396465 0.0 0.0
22 17396612 0.0 0.0
22 17396613 0.0 0.0
22 17396966 0.0 0.0
22 17397875 0.0 0.0
22 17398508 0.0 0.0
22 17398800 0.0 0.0
22 17398812 0.0 0.0
22 17399211 0.0 0.0
22 17399588 0.0 0.0
22 17401834 0.0 0.0
22 17402322 0.0 0.0
22 17402459 0.0 0.0
22 17403936 0.0 0.0
22 17404605 0.0 0.0
22 17404911 0.0 0.0
22 17405173 0.0 0.0
22 17405330 0.0 0.0
22 17405698 0.0 0.0
22 17406065 0.0 0.0
22 17407349 0.0 0.0
22 17407566 0.0 0.0
22 17407755 0.0 0.0
22 17408116 0.0 0.0
22 17408859 0.0 0.0
22 17409897 0.0 0.0
22 17409957 0.0 0.0
22 17410128 0.0 0.0
22 17410373 0.0 0.0
22 17410790 0.0 0.0
22 17411899 0.0 0.0
22 17412168 0.0 0.0
22 17412216 0.0 0.0
22 17412682 0.0 0.0
22 17412806 0.0 0.0
22 17413554 0.0 0.0
22 17413595 0.0 0.0
22 17414103 0.0 0.0
22 17414162 0.0 0.0
22 17414385 0.0 0.0
22 17414640 0.0 0.0
22 17414892 0.0 0.0
22 17415490 0.0 0.0
22 17415572 0.0 0.0
22 17415956 0.0 0.0
22 17416219 0.0 0.0
22 17417742 0.0 0.0
22 17421989 0.0 0.0
22 17423930 0.0 0.0
22 17426401 0.0 0.0
22 17426417 0.0 0.0
22 17427037 0.0 0.0
22 17427664 0.0 0.0
22 17428080 0.0 0.0
22 17428123 0.0 0.0
22 17428815 0.0 0.0
22 17428982 0.0 0.0
22 17429384 0.0 0.0
22 17429434 0.0 0.0
22 17429893 0.0 0.0
22 17430040 0.0 0.0
22 17430931 0.0 0.0
22 17432482 0.0 0.0
22 17433210 0.0 0.0
22 17433221 0.0 0.0
22 17433888 0.0 0.0
22 17434084 0.0 0.0
22 17434253 0.0 0.0
22 17434521 0.0 0.0
22 17434924 0.0 0.0
22 17435034 0.0 0.0
22 17436627 0.0 0.0
22 17436762 0.0 0.0
22 17436846 0.0 0.0
22 17437310 0.0 0.0
22 17437483 0.0 0.0
22 17437500 0.0 0.0
22 17437617 0.0 0.0
22 17437681 0.0 0.0
22 17438737 0.0 0.0
22 17438982 0.0 0.0
22 17440953 0.0 0.0
22 17441303 0.0 0.0
22 17441449 0.0 0.0
22 17441524 0.0 0.0
22 17441525 0.0 0.0
22 17442154 0.0 0.0
22 17442206 0.0 0.0
22 17442223 0.0 0.0
22 17442739 0.0 0.0
22 17442987 0.0 0.0
22 17443131 0.0 0.0
22 17443179 0.0 0.0
22 17443238 0.0 0.0
22 17443263 0.0 0.0
22 17443381 0.0 0.0
22 17445502 0.0 0.0
22 17445710 0.0 0.0
22 17446157 0.0 0.0
22 17446825 0.0 0.0
22 17446914 0.0 0.0
22 17446991 0.0 0.0
22 17448143 0.0 0.0
22 17448404 0.0 0.0
22 17449115 0.0 0.0
22 17450515 0.0 0.0
22 17450538 0.0 0.0
22 17451185 0.0 0.0
22 17451710 0.0 0.0
22 17451854 0.0 0.0
22 17451966 0.0 0.0
22 17452925 0.0 0.0
22 17452966 0.0 0.0
22 17453956 0.0 0.0
22 17454486 0.0 0.0
22 17454695 0.0 0.0
22 17454945 0.0 0.0
22 17455391 0.0 0.0
22 17462185 0.0 0.0
22 17463189 0.0 0.0
22 17465108 0.0 0.0
22 17465175 0.0 0.0
22 17466249 0.0 0.0
22 17466491 0.0 0.0
22 17466783 0.0 0.0
22 17466918 0.0 0.0
22 17467073 0.0 0.0
22 17467411 0.0 0.0
22 17467474 0.0 0.0
22 17467684 0.0 0.0
22 17467823 0.0 0.0
22 17469026 0.0 0.0
22 17469310 0.0 0.0
22 17469558 0.0 0.0
22 17470779 0.0 0.0
22 17471354 0.0 0.0
22 17471369 0.0 0.0
22 17472032 0.0 0.0
22 17472071 0.0 0.0
22 17472239 0.0 0.0
22 17473229 0.0 0.0
22 17474689 0.0 0.0
22 17474812 0.0 0.0
22 17475014 0.0 0.0
22 17475191 0.0 0.0
22 17475654 0.0 0.0
22 17475921 0.0 0.0
22 17476064 0.0 0.0
22 17486333 0.0 0.0
22 17488195 0.0 0.0
22 17488430 0.0 0.0
22 17488669 0.0 0.0
22 17488727 0.0 0.0
22 17489300 0.0 0.0
22 17489546 0.0 0.0
22 17489577 0.0 0.0
22 17489890 0.0 0.0
22 17490932 0.0 0.0
22 17491584 0.0 0.0
22 17492203 0.0 0.0
22 17492452 0.0 0.0
22 17492533 0.0 0.0
22 17493182 0.0 0.0
22 17493293 0.0 0.0
22 17493431 0.0 0.0
22 17493520 0.0 0.0
22 17493708 0.0 0.0
22 17493720 0.0 0.0
22 17493792 0.0 0.0
22 17494101 0.0 0.0
22 17494547 0.0 0.0
22 17495145 0.0 0.0
22 17499890 0.0 0.0
22 17500036 0.0 0.0
22 17500417 0.0 0.0
22 17501980 0.0 0.0
22 17502191 0.0 0.0
22 17504047 0.0 0.0
22 17504945 0.0 0.0
22 17513703 0.0 0.0
22 17514372 0.0 0.0
22 17517298 0.0 0.0
22 17519579 0.0 0.0
22 17520850 0.0 0.0
22 17522807 0.0 0.0
22 17523190 0.0 0.0
22 17524190 0.0 0.0
22 17524203 0.0 0.0
22 17524569 0.0 0.0
22 17524728 0.0 0.0
22 17525525 0.0 0.0
22 17525584 0.0 0.0
22 17525610 0.0 0.0
22 17525970 0.0 0.0
22 17526055 0.0 0.0
22 17526489 0.0 0.0
22 17526532 0.0 0.0
22 17527063 0.0 0.0
22 17527495 0.0 0.0
22 17527847 0.0 0.0
22 17529500 0.0 0.0
22 17529583 0.0 0.0
22 17529814 0.0 0.0
22 17530370 0.0 0.0
22 17531732 0.0 0.0
22 17532449 0.0 0.0
22 17533056 0.0 0.0
22 17533396 0.0 0.0
22 17534726 0.0 0.0
22 17535124 0.0 0.0
22 17535220 0.0 0.0
22 17535520 0.0 0.0
22 17536016 0.0 0.0
22 17536145 0.0 0.0
22 17536181 0.0 0.0
22 17536391 0.0 0.0
22 17536470 0.0 0.0
22 17536555 0.0 0.0
22 17537530 0.0 0.0
22 17537830 0.0 0.0
22 17538189 0.0 0.0
22 17538439 0.0 0.0
22 17538719 0.0 0.0
22 17538808 0.0 0.0
22 17538860 0.0 0.0
22 17538980 0.0 0.0
22 17539129 0.0 0.0
22 17539439 0.0 0.0
22 17539544 0.0 0.0
22 17539625 0.0 0.0
22 17539678 0.0 0.0
22 17541673 0.0 0.0
22 17541858 0.0 0.0
22 17542650 0.0 0.0
22 17543048 0.0 0.0
22 17543482 0.0 0.0
22 17544834 0.0 0.0
22 17545859 0.0 0.0
22 17548971 0.0 0.0
22 17549526 0.0 0.0
22 17550418 0.0 0.0
22 17553198 0.0 0.0
22 17554354 0.0 0.0
22 17554915 0.0 0.0
22 17557144 0.0 0.0
22 17557308 0.0 0.0
22 17561513 0.0 0.0
22 17561913 0.0 0.0
22 17564907 0.0 0.0
22 17565013 0.0 0.0
22 17565035 0.0 0.0
22 17565932 0.0 0.0
22 17566206 0.0 0.0
22 17566504 0.0 0.0
22 17567699 0.0 0.0
22 17567807 0.0 0.0
22 17571355 0.0 0.0
22 17571604 0.0 0.0
22 17575800 0.0 0.0
22 17580394 0.0 0.0
22 17580813 0.0 0.0
22 17581838 0.0 0.0
22 17582776 0.0 0.0
22 17582877 0.0 0.0
22 17585441 0.0 0.0
22 17585808 0.0 0.0
22 17586471 0.0 0.0
22 17587680 0.0 0.0
22 17587975 0.0 0.0
22 17588305 0.0 0.0
22 17589209 0.0 0.0
22 17589246 0.0 0.0
22 17589297 0.0 0.0
22 17589567 0.0 0.0
22 17590744 0.0 0.0
22 17591089 0.0 0.0
22 17591823 0.0 0.0
22 17593685 0.0 0.0
22 17594886 0.0 0.0
22 17594915 0.0 0.0
22 17595070 0.0 0.0
22 17595746 0.0 0.0
22 17595915 0.0 0.0
22 17596178 0.0 0.0
22 17596229 0.0 0.0
22 17596388 0.0 0.0
22 17597297 0.0 0.0
22 17597462 0.0 0.0
22 17597768 0.0 0.0
22 17598409 0.0 0.0
22 17599170 0.0 0.0
22 17599844 0.0 0.0
22 17599860 0.0 0.0
22 17600497 0.0 0.0
22 17600977 0.0 0.0
22 17602839 0.0 0.0
22 17603340 0.0 0.0
22 17603477 0.0 0.0
22 17603801 0.0 0.0
22 17604471 0.0 0.0
22 17605824 0.0 0.0
22 17605899 0.0 0.0
22 17607894 0.0 0.0
22 17609825 0.0 0.0
22 17609839 0.0 0.0
22 17609916 0.0 0.0
22 17611515 0.0 0.0
22 17612744 0.0 0.0
22 17612750 0.0 0.0
22 17612815 0.0 0.0
22 17614011 0.0 0.0
22 17615213 0.0 0.0
22 17615234 0.0 0.0
22 17615372 0.0 0.0
22 17616151 0.0 0.0
22 17616217 0.0 0.0
22 17616510 0.0 0.0
22 17618142 0.0 0.0
22 17618164 0.0 0.0
22 17619076 0.0 0.0
22 17619292 0.0 0.0
22 17619716 0.0 0.0
22 17620130 0.0 0.0
22 17621704 0.0 0.0
22 17622267 0.0 0.0
22 17623408 0.0 0.0
22 17624072 0.0 0.0
22 17626236 0.0 0.0
22 17626665 0.0 0.0
22 17630378 0.0 0.0
22 17630486 0.0 0.0
22 17630647 0.0 0.0
22 17631893 0.0 0.0
22 17632202 0.0 0.0
22 17632744 0.0 0.0
22 17632885 0.0 0.0
22 17633669 0.0 0.0
22 17633785 0.0 0.0
22 17634050 0.0 0.0
22 17635858 0.0 0.0
22 17641079 0.0 0.0
22 17643546 0.0 0.0
22 17643725 0.0 0.0
22 17643843 0.0 0.0
22 17644131 0.0 0.0
22 17647862 0.0 0.0
22 17648486 0.0 0.0
22 17649774 0.0 0.0
22 17652219 0.0 0.0
22 17653955 0.0 0.0
22 17655388 0.0 0.0
22 17655898 0.0 0.0
22 17656724 0.0 0.0
22 17658006 0.0 0.0
22 17658341 0.0 0.0
22 17660556 0.0 0.0
22 17660646 0.0 0.0
22 17661178 0.0 0.0
22 17661347 0.0 0.0
22 17661508 0.0 0.0
22 17661791 0.0 0.0
22 17662163 0.0 0.0
22 17662917 0.0 0.0
22 17663117 0.0 0.0
22 17663240 0.0 0.0
22 17665413 0.0 0.0
22 17666437 0.0 0.0
22 17666702 0.0 0.0
22 17669151 0.0 0.0
22 17669306 0.0 0.0
22 17670224 0.0 0.0
22 17670256 0.0 0.0
22 17670807 0.0 0.0
22 17671042 0.0 0.0
22 17671133 0.0 0.0
22 17674099 0.0 0.0
22 17674117 0.0 0.0
22 17675045 0.0 0.0
22 17675173 0.0 0.0
22 17675324 0.0 0.0
22 17675900 0.0 0.0
22 17676102 0.0 0.0
22 17676590 0.0 0.0
22 17677699 0.0 0.0
22 17679312 0.0 0.0
22 17679549 0.0 0.0
22 17680519 0.0 0.0
22 17681849 0.0 0.0
22 17682165 0.0 0.0
22 17682294 0.0 0.0
22 17684344 0.0 0.0
22 17685194 0.0 0.0
22 17688402 0.0 0.0
22 17690409 0.0 0.0
22 17690430 0.0 0.0
22 17691795 0.0 0.0
22 17692507 0.0 0.0
22 17694473 0.0 0.0
22 17695703 0.0 0.0
22 17696027 0.0 0.0
22 17697781 0.0 0.0
22 17697861 0.0 0.0
22 17698080 0.0 0.0
22 17698173 0.0 0.0
22 17700284 0.0 0.0
22 17701234 0.0 0.0
22 17702505 0.0 0.0
22 17702662 0.0 0.0
22 17702778 0.0 0.0
22 17702876 0.0 0.0
22 17703572 0.0 0.0
22 17705622 0.0 0.0
22 17705808 0.0 0.0
22 17709771 0.0 0.0
22 17709828 0.0 0.0
22 17709935 0.0 0.0
22 17710860 0.0 0.0
22 17712142 0.0 0.0
22 17712611 0.0 0.0
22 17713320 0.0 0.0
22 17713378 0.0 0.0
22 17714695 0.0 0.0
22 17715771 0.0 0.0
22 17717841 0.0 0.0
22 17718119 0.0 0.0
22 17718606 0.0 0.0
22 17718911 0.0 0.0
22 17721551 0.0 0.0
22 17721595 0.0 0.0
22 17722024 0.0 0.0
22 17722442 0.0 0.0
22 17722536 0.0 0.0
22 17722885 0.0 0.0
22 17722982 0.0 0.0
22 17723174 0.0 0.0
22 17723950 0.0 0.0
22 17724049 0.0 0.0
22 17724093 0.0 0.0
22 17724167 0.0 0.0
22 17724663 0.0 0.0
22 17724829 0.0 0.0
22 17724936 0.0 0.0
22 17725046 0.0 0.0
22 17725150 0.0 0.0
22 17725209 0.0 0.0
22 17725764 0.0 0.0
22 17726469 0.0 0.0
22 17727125 0.0 0.0
22 17727648 0.0 0.0
22 17728832 0.0 0.0
22 17729044 0.0 0.0
22 17731977 0.0 0.0
22 17733896 0.0 0.0
22 17735191 0.0 0.0
22 17735654 0.0 0.0
22 17736410 0.0 0.0
22 17738100 0.0 0.0
22 17738177 0.0 0.0
22 17741737 0.0 0.0
22 17742368 0.0 0.0
22 17742515 0.0 0.0
22 17743228 0.0 0.0
22 17743426 0.0 0.0
22 17744553 0.0 0.0
22 17746101 0.0 0.0
22 17746528 0.0 0.0
22 17747195 0.0 0.0
22 17748737 0.0 0.0
22 17749096 0.0 0.0
22 17750525 0.0 0.0
22 17751168 0.0 0.0
22 17758677 0.0 0.0
22 17759549 0.0 0.0
22 17760350 0.0 0.0
22 17761425 0.0 0.0
22 17762536 0.0 0.0
22 17762736 0.0 0.0
22 17763180 0.0 0.0
22 17763868 0.0 0.0
22 17764482 0.0 0.0
22 17765505 0.0 0.0
22 17766115 0.0 0.0
22 17766437 0.0 0.0
22 17766937 0.0 0.0
22 17768221 0.0 0.0
22 17768417 0.0 0.0
22 17768521 0.0 0.0
22 17769065 0.0 0.0
22 17769317 0.0 0.0
22 17769687 0.0 0.0
22 17770181 0.0 0.0
22 17771164 0.0 0.0
22 17773764 0.0 0.0
22 17781035 0.0 0.0
22 17781555 0.0 0.0
22 17782012 0.0 0.0
22 17782813 0.0 0.0
22 17783912 0.0 0.0
22 17783923 0.0 0.0
22 17783945 0.0 0.0
22 17784602 0.0 0.0
22 17784977 0.0 0.0
22 17785199 0.0 0.0
22 17785224 0.0 0.0
22 17785300 0.0 0.0
22 17788722 0.0 0.0
22 17789010 0.0 0.0
22 17790349 0.0 0.0
22 17790593 0.0 0.0
22 17790731 0.0 0.0
22 17791564 0.0 0.0
22 17792740 0.0 0.0
22 17793012 0.0 0.0
22 17793206 0.0 0.0
22 17793969 0.0 0.0
