indivID,Country,Location,Lat,Long,AvgDate_calBP,Sex,Cov_Autosomes,Data_Type,Publication,Contact,Group_ID,Assessment,snps_per25kb,mle_lambda_jt,mle_eps_jt,mle_lambda_marginal,nsnps,npanel
I6794,Kazakhstan,Maitan,50.09,74.44,3732.0,M,4.087137,1240K,NarasimhanPattersonScience2019,"Pinhasi, Ron; Slepchenko, Sergey Mikhailovich; Bagashev, Anatoly Nikolaevich",Kazakhstan_MLBA_Alakul_Maitan,PASS (Xcontam=0.004),3.8828125,464.03153025619036,0.012161766003799727,544.6425492215122,14482.0,49.0
I6799,Kazakhstan,Satan,49.12,75.81,3732.0,M,3.784221,1240K,NarasimhanPattersonScience2019,"Pinhasi, Ron; Slepchenko, Sergey Mikhailovich; Bagashev, Anatoly Nikolaevich",Kazakhstan_MLBA_Alakul_Satan,PASS (Xcontam=0.005),4.0625,498.7766139871597,0.011032676059723719,566.3536108425482,15129.0,49.0
I7101,Turkmenistan,Gonur,38.21228,62.03443,4050.0,M,0.007984999999999999,1240K,NarasimhanPattersonScience2019,"Mallory, James; Dubova, Nadezhda",Turkmenistan_Gonur_BA_1_lc,PASS,0.027099609375,100.00365554037121,0.01980571471460286,999999.9848824409,111.0,49.0
I7170,Turkmenistan,Gonur,38.21228,62.03443,3850.0,M,0.006362,1240K,NarasimhanPattersonScience2019,"Mallory, James; Dubova, Nadezhda",Turkmenistan_Gonur_BA_1_lc,PASS,0.0231781005859375,100.00441011970183,0.014789451155488338,525.8447927212661,87.0,49.0
I7419,Uzbekistan,Sappali Tepe,37.41666667,66.83333333,3741.0,M,2.631643,1240K,NarasimhanPattersonScience2019,"Frachetti, Michael",Uzbekistan_BA_SappaliTepe,PASS (Xcontam=0.006),3.990234375,609.302227041317,0.012033598748995959,708.598877465503,14864.0,49.0
I7420,Uzbekistan,Sappali Tepe,37.41666667,66.83333333,3750.0,M,2.189652,1240K,NarasimhanPattersonScience2019,"Frachetti, Michael",Uzbekistan_BA_SappaliTepe,PASS (Xcontam=0.004),4.04296875,719.0357775784497,0.014439096701541396,836.5573458526588,15001.0,49.0
I7421,Uzbekistan,Sappali Tepe,37.41666667,66.83333333,3799.0,M,1.8503470000000002,1240K,NarasimhanPattersonScience2019,"Frachetti, Michael",Uzbekistan_BA_SappaliTepe,PASS (Xcontam=0.004),3.78515625,648.9268217368679,0.01381384971103864,762.3959767734169,14053.0,49.0
I7492,Uzbekistan,Sappali Tepe,37.41666667,66.83333333,3827.0,M,2.9042310000000002,1240K,NarasimhanPattersonScience2019,"Frachetti, Michael",Uzbekistan_BA_SappaliTepe,PASS (Xcontam=0.004),4.23828125,730.0192222968851,0.014262888907661917,849.2804646491371,15819.0,49.0
I7493,Uzbekistan,Sappali Tepe,37.41666667,66.83333333,3750.0,M,0.36149899999999996,1240K,NarasimhanPattersonScience2019,"Frachetti, Michael",Uzbekistan_BA_SappaliTepe_o,PASS,1.111328125,589.3602320605746,0.01966327534895823,745.7717201816528,4146.0,49.0
I7494,Uzbekistan,Sappali Tepe,37.41666667,66.83333333,3897.0,M,1.303608,1240K,NarasimhanPattersonScience2019,"Frachetti, Michael",Uzbekistan_BA_SappaliTepe2,PASS (Xcontam=0.009),2.99609375,647.0799138787995,0.013621843099342916,739.4718218304865,11155.0,49.0
I3023,Great Britain,"Wales, Brechnockshire, Hay-on-Wye, Little Lodge",52.034891,-3.193573,5305.0,M,0.110356,1240K,BraceDiekmannNatureEcologyEvolution2019,"Brace, Selina",Wales_N,PASS,0.3212890625,423.32707058080246,0.06669981960690521,1997.7494565133131,1191.0,49.0
I6696,Czech Republic,Velké Žernoseky,50.542896,14.065942,4575.0,M,3.161274,1240K,NarasimhanPattersonScience2019,"Pinhasi, Ron; Veleminsky, Petr; Dobeš, Miroslav",Czech_CordedWare,PASS (Xcontam=0.006),3.80859375,445.255798109576,0.015207689304615345,516.4122501806734,14204.0,49.0
I6717,Russia,"Krasnoyarsk Krai, near Orak Ulus, Orak burial place",55.1924,89.3053,3402.0,M,4.139634,1240K,NarasimhanPattersonScience2019,"Pinhasi, Ron; Moiseyev, Vyacheslav",Russia_MLBA_Krasnoyarsk_o,PASS (Xcontam=0.003),3.8359375,552.7566192120682,0.007778780829849905,594.9000617672909,14370.0,49.0
I7042,Hungary,Szigetszentmiklos-Vozm-telep-dulo,47.429954,19.051966,6089.0,M,4.310566000000001,1240K,OlaldeNature2018,"Pinhasi, Ron",Hungary_MN,PASS,3.400390625,417.75842995195455,0.006148208632502617,438.30427516234363,12684.0,49.0
I7044,Hungary,Szigetszentmiklos-Vozm-telep-dulo,47.429954,19.051966,4300.0,M,3.807403,1240K,OlaldeNature2018,"Pinhasi, Ron",Hungary_EBA_BellBeaker,PASS (Xcontam=0.006),3.37890625,427.2270043497996,0.00726502186568105,456.5382157262989,12549.0,49.0
I7203,Czech Republic,"Prague 5, Jinonice, Butovická Street",50.0504153,14.3667267,4250.0,M,0.06709,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_EBA,PASS (extraction.negative.flag),0.1968994140625,389.4603478631972,0.042295147459738544,637.0237138766713,726.0,49.0
I7249,Czech Republic,Brandysek,50.19,14.158,4007.0,M,4.047757,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS,3.341796875,374.2354274297316,0.008496821181945939,413.47146619477155,12427.0,49.0
I7251,Czech Republic,Brandysek,50.19,14.158,4200.0,M,3.469236,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS (Xcontam=0.004),3.224609375,408.53457560735905,0.008283057619363737,440.44027563319855,11992.0,49.0
I7269,Czech Republic,Brandysek,50.19,14.158,4200.0,M,1.7163080000000002,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS (Xcontam=0.009),2.763671875,393.13780996562053,0.009204499360369389,439.05576192056003,10261.0,49.0
I7272,Czech Republic,Brandysek,50.19,14.158,5454.0,M,3.646946,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_Eneolithic,PASS (Xcontam=0.005),3.302734375,425.208523934216,0.009108761402723235,474.3061531586134,12278.0,49.0
I7275,Czech Republic,Brandysek,50.19,14.158,4200.0,M,2.382176,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS (Xcontam=0.008),2.873046875,364.25499006028843,0.010009770181954935,400.49329927173386,10648.0,49.0
I7276,Czech Republic,Brandysek,50.19,14.158,4200.0,M,3.2884269999999995,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS (Xcontam=0.008),3.244140625,441.34397870704436,0.006107784053799125,470.44665872229245,12032.0,49.0
I7279,Czech Republic,Brandysek,50.19,14.158,4200.0,M,1.095572,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_CordedWare,PASS,2.359375,396.1666586741636,0.013030898460036496,450.4696771560903,8699.0,49.0
I7280,Czech Republic,Brandysek,50.19,14.158,4200.0,M,3.3627580000000004,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_CordedWare,PASS (Xcontam=0.006),3.345703125,403.5843101649551,0.006378487283294963,428.11506833208296,12471.0,49.0
I7286,Czech Republic,Radovesice,50.410265,14.074597,4250.0,M,4.109079,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS (Xcontam=0.004),3.462890625,436.0091747778482,0.006397223239430792,456.3408918118123,12933.0,49.0
I7287,Czech Republic,Radovesice,50.410265,14.074597,4200.0,M,1.1435540000000002,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS (Xcontam=0.011),2.37890625,419.6949295396743,0.008370073313748845,452.14388560434435,8831.0,49.0
I7288,Czech Republic,Radovesice,50.410265,14.074597,4200.0,M,0.08109,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS,0.2440185546875,420.2512966875007,0.03683842571456267,648.7901461659328,898.0,49.0
I7554,Great Britain,"Scotland, Orkney, Unstan Chamber Tomb",55.986,-3.249,5185.0,M,3.410093,1240K,OlaldeNature2018,"Sheridan, Alison",Scotland_N,PASS (Xcontam=0.007),3.404296875,430.6354685327881,0.008695713871493142,474.7876784094969,12663.0,49.0
I7572,Great Britain,"England, Cambridgeshire, Over, Over Narrows",52.346588,0.031827,3400.0,M,1.200177,1240K,OlaldeNature2018,"Neil, Benjamin",England_MBA,"PASS (extraction.negative.flag, mtcontam=0.97)",2.427734375,380.984723273815,0.007765735093148966,418.4743359367046,9008.0,49.0
I7628,Great Britain,"England, Bedfordshire, Biddenham Loop",52.122402,-0.511365,3400.0,M,0.522439,1240K,OlaldeNature2018,"Neil, Benjamin",England_MBA,PASS,1.3232421875,408.1565371312288,0.011047053987337031,459.50940045952393,4914.0,49.0
I7630,Great Britain,"England, East Riding of Yorkshire, North Ferriby, Melton Quarry",53.726187,-0.529641,3736.0,M,0.014381,1240K,OlaldeNature2018,"Loe, Louise",England_C_EBA,PASS,0.0457763671875,100.03223466833532,0.03649811666452434,331.28131994154785,182.0,49.0
I7638,Great Britain,"England, Oxfordshire, Radley, Barrow Hills",51.405327,-1.150767,3980.0,M,0.8768809999999999,1240K,OlaldeNature2018,"Booth, Tom",England_C_EBA,PASS (Xcontam=0.018),2.11328125,401.8793261172858,0.012489979428936978,448.5096904212409,7849.0,49.0
I7640,Great Britain,"England, Cambridgeshire, Trumpington, Clay Farm",52.17839,0.122544,3316.0,M,3.615529,1240K,OlaldeNature2018,"Booth, Tom",England_MBA,PASS,3.46484375,393.8325288556817,0.006855164212320209,419.4735053189248,12923.0,49.0
I0719.SG,USA,"Alaska, Aleutian Islands, Umnak Island, Chaluka Midden",52.9883684,-168.8205659,505.0,M,2.274134,Shotgun,FlegontovNature2019,"O'Rourke, Dennis",USA_AK_PaleoAleut.SG,"PASS (damage=0.017, but mitigated.because.Arctic)",5.0703125,928.6428730191438,0.023374100451532882,1218.8797627237043,18862.0,49.0
MA968.MA976.SG,Estonia,"Ardu, Harju",..,..,4638.0,M,0.6119600000000001,Shotgun,SaagCurrentBiology2017,..,Estonia_CordedWare.SG,PASS (literature.merge),1.884765625,339.02385789599737,0.012379594743835133,378.6380602715388,6986.0,49.0
CabecoArruda117B.SG,Portugal,Cabeço da Arruda I,..,..,5050.0,M,0.394071,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_LN_C.SG,PASS (literature),1.419921875,509.9872265909315,0.02041180054090607,633.8531269652512,5193.0,49.0
CabecoArruda122A.SG,Portugal,"Torres Vedras, Cabeço da Arruda I",39.110833,-8.663583,5050.0,M,1.7700069999999999,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_LN_C.SG,PASS (literature),4.609375,424.85799759681663,0.012965258430939907,498.2972057331679,17056.0,49.0
CovaMoura364.SG,Portugal,Cova da Moura,38.745044,-9.21522,4900.0,M,0.827594,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_LN_C.SG,PASS (literature),2.61328125,377.7648411219693,0.013466360042361668,437.8748276234974,9684.0,49.0
DolmenAnsiao96B.SG,Portugal,Dolmen de Ansião,..,..,5450.0,M,1.959732,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_LN_C.SG,PASS (literature),4.87109375,465.56936632371355,0.013047982223009609,537.6136688230636,17967.0,49.0
LugarCanto45.SG,Portugal,Lugar do Canto,..,..,5950.0,M,0.075762,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_MN.SG,PASS (literature),0.313232421875,335.2822626092604,0.027653492895074523,421.31009407163685,1176.0,49.0
MonteCanelas337A.SG,Portugal,Monte Canelas 1,..,..,4953.0,M,0.048770999999999995,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_LN_C.SG,PASS (literature),0.2064208984375,292.3528168885968,0.003300028844153148,304.0392030718415,772.0,49.0
MonteGato104.SG,Portugal,Monte do Gato de Cima 3,..,..,3535.0,M,1.167729,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_MBA.SG,PASS (literature),3.294921875,459.1025512915665,0.014978323885603537,532.8786343978617,12076.0,49.0
TV32032extra.SG,Portugal,Torre Velha 3,..,..,3550.0,M,0.86101,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_MBA.SG,PASS (literature),2.830078125,411.28132222486386,0.017795280080692543,508.38054248899977,10384.0,49.0
TV3831.SG,Portugal,Torre Velha 3,..,..,3550.0,M,0.9812569999999999,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_MBA.SG,PASS (literature),3.14453125,486.86110968780736,0.015624968381255629,580.6173748037061,11531.0,49.0
Sanganji_131421-3_A1.SG,Japan,"Sanganji Shell Mound, Fukushima Prefecture, Tohoku Region",..,..,3156.0,M,0.009000000000000001,Shotgun,KanzawaJHG2016,..,Japan_Jomon.SG_lc,PASS (literature),0.02557373046875,100.06542636363793,0.09566727918873028,362.272342282148,87.0,49.0
Bon001.SG,Turkey,Boncuklu,37.75191,32.864901,10032.0,M,0.076,WISP+Shotgun,KilincCurrentBiology2016,..,Anatolia_Boncuklu_N.SG,PASS (literature),0.306640625,350.12786216369705,0.008833019948292227,394.98261415770526,1153.0,49.0
Bon004.SG,Turkey,Boncuklu,37.75191,32.864901,10076.0,M,0.113,WISP+Shotgun,KilincCurrentBiology2016,..,Anatolia_Boncuklu_N.SG,PASS (literature),0.466796875,379.49888309327264,0.011114043000968129,425.9754886107397,1699.0,49.0
Tep001.SG,Turkey,Tepecik Ciftlik,38.172218,34.49387,8643.0,M,0.013999999999999999,WISP+Shotgun,KilincCurrentBiology2016,..,Anatolia_TepecikCiftlik_N_o.SG,PASS (literature),0.054351806640625,54798.00283463787,0.0584153467275092,60817.80315407612,208.0,49.0
Tep003.SG,Turkey,Tepecik Ciftlik,38.172218,34.49387,8505.0,M,0.652,WISP+Shotgun,KilincCurrentBiology2016,..,Anatolia_TepecikCiftlik_N.SG,PASS (literature),1.7275390625,507.37400398379276,0.012619990644006243,571.122349984201,6389.0,49.0
Tep006.SG,Turkey,Tepecik Ciftlik,38.172218,34.49387,8230.0,M,0.128,WISP+Shotgun,KilincCurrentBiology2016,..,Anatolia_TepecikCiftlik_N.SG,PASS (literature),0.5078125,456.6874391693892,0.006398017248305252,479.7894281091784,1812.0,49.0
Loschbour_snpAD.DG,Luxembourg,Echternach,49.81,6.4,8050.0,M,22.0,Shotgun.diploid,Pruefer2017,"Krause, Johannes",Luxembourg_Loschbour.DG,PASS,6.8125,400.9843878814056,0.004255463776954606,426.04757687452457,25426.0,49.0
UstIshim_snpAD.DG,Russia,"Ust'-Ishim, Siberia",57.7,71.1,45020.0,M,42.0,Shotgun.diploid,Pruefer2017,"Paabo, Svante",Russia_Ust_Ishim.DG,PASS,6.8125,568.2525921289498,0.011451118814404982,649.0892032745832,25425.0,49.0
Loschbour_published.DG,Luxembourg,Echternach,49.81,6.4,8050.0,M,22.0,Shotgun.diploid,LazaridisNature2014,"Krause, Johannes",Luxembourg_Loschbour_published.DG,PASS (literature),7.7265625,397.1639404194687,0.004427882004407949,426.55182708565263,28602.0,49.0
Ust_Ishim_published.DG,Russia,"Ust'-Ishim, Siberia",57.7,71.1,45020.0,M,42.0,Shotgun.diploid,FuNature2014,"Paabo, Svante",Russia_Ust_Ishim_HG_published.DG,PASS (literature),7.8125,570.0928881004925,0.011683809971169115,664.8656921546692,28975.0,49.0
XVII-B-939.SG,Canada,"Lucy Islands, British Columbia, Chatham Sound",54.300278,-130.618889,6075.0,M,0.45299999999999996,Shotgun,RaghavanScience2015,..,Canada_6000BP.SG,PASS (literature),2.822265625,1092.1913073356686,0.15460990429272484,19436.540165593302,10438.0,49.0
Chinchorroi15.SG,Chile,"Arica, Maderas, Enco C2",-18.483333,-70.333333,5839.0,M,0.013000000000000001,Shotgun,RaghavanScience2015,..,Chile_Chinchorro_LA.SG_lc,PASS (literature),0.035400390625,100.42520443295031,0.2720942035542665,783024.8033256559,140.0,49.0
Enoque65.SG,Brazil,"Toca do Enoque Cave, Serra da Capivara, Piaui",-8.666667,-42.55,3559.0,M,0.06,Shotgun,RaghavanScience2015,..,Brazil_Enoque_HG.SG,PASS (literature),0.228515625,493.35026954506964,0.0909185758463496,1018.4628835828079,867.0,49.0
BC23.SG,Mexico,"Piedra Gorda, Las Palmas culture ",..,..,500.0,M,0.008,Shotgun,RaghavanScience2015,..,Mexico_Pericues.SG_lc,PASS (literature),0.03302001953125,100.96118026338179,0.3439849792516033,999999.9848824409,121.0,49.0
BC25.SG,Mexico,"Piedra Gorda, Las Palmas culture ",..,..,500.0,M,0.184,Shotgun,RaghavanScience2015,..,Mexico_Pericues.SG,PASS (literature),0.8857421875,754.673608173895,0.09938659457621243,3702.5839458081155,3210.0,49.0
BC27.SG,Mexico,"Piedra Gorda, Las Palmas culture ",..,..,500.0,M,0.009000000000000001,Shotgun,RaghavanScience2015,..,Mexico_Pericues.SG_lc,PASS (literature),0.0256500244140625,100.0131983157575,0.03765630836513456,169.7591270987825,99.0,49.0
BC28.SG,Mexico,"Piedra Gorda, Las Palmas culture ",..,..,500.0,M,0.008,Shotgun,RaghavanScience2015,..,Mexico_Pericues.SG_lc,PASS (literature),0.0240325927734375,100.28901360708532,0.24723894610743433,4871.762602773899,95.0,49.0
BC29.SG,Mexico,"Piedra Gorda, Las Palmas culture ",..,..,500.0,M,0.044000000000000004,Shotgun,RaghavanScience2015,..,Mexico_Pericues.SG,PASS (literature),0.16015625,321.22311718084063,0.10435487802460398,1056.8796399536395,621.0,49.0
BC30.SG,Mexico,"Piedra Gorda, Las Palmas culture ",..,..,500.0,M,0.10400000000000001,Shotgun,RaghavanScience2015,..,Mexico_Pericues.SG,PASS (literature),0.38720703125,433.71734694741906,0.06717783905272207,861.651833376718,1431.0,49.0
F9.SG,Mexico,Sierra Tarahumara,27,-107.25,3200.0,M,0.005,Shotgun,RaghavanScience2015,..,Mexico_PreColumbian.SG_lc,PASS (literature),0.02032470703125,11.242519596142,0.2915945198496973,135.69521863106158,78.0,49.0
MOM6.SG,Mexico,Sierra Tarahumara,27,-107.25,3200.0,M,0.01,Shotgun,RaghavanScience2015,..,Mexico_PreColumbian_CH_MOM6.SG_lc,PASS (literature),0.0335693359375,100.06164533479236,0.10361603493809865,739.0870685713661,125.0,49.0
