indivID,panelID,scale_marginal,se_marginal,se_scale_marginal_fd,scale_jt,se_scale_jt,eps_jt,se_eps_jt,nsnps,nref_haps
I7271,ceu,466.85156324302466,11.871425103181744,11.930410627273412,356.30632893355397,3.3096616977805393,0.026844246768638974,0.0013585822889269409,2000,49
I7278,ceu,513.5035844988284,5.296386074287845,5.325810181347713,489.4140307380869,2.338632335497159,0.012323692362179688,9.800663327633274e-05,12816,49
I7041,ceu,420.2000915540736,6.481649149150609,6.3553304533566495,356.27012172170663,5.158734154055528,0.00995696099005238,0.00019933690976724807,4487,49
I7043,ceu,421.4360093069213,4.306253377292315,4.25243695528618,356.30520207241466,10.17110887058006,0.00894402153534167,0.00010324311624799612,12937,49
I7282,ceu,450.1249898707356,4.6572870002314115,4.65147339063041,356.3715651778189,13.285646227334558,0.012078403176797212,9.719951232504048e-05,12699,49
I7289,ceu,402.3456507505584,4.256147694171057,4.1851829813101515,356.31121808214357,7.035271201132918,0.013410913614172588,9.368276382728067e-05,12191,49
I7210,ceu,502.46749838314327,5.189670071666703,5.221473026623426,489.3980303031964,1.5453210342811603,0.00773810510599509,0.0001036773433807195,11654,49
I7212,ceu,350.9606704132827,3.6385266458027457,3.6436178799832977,356.2212300957339,1.3153684220780086,0.005164850510866849,0.00010214045511486556,11667,49
I6712,ceu,471.1502607098682,5.180754738533343,5.202105162253412,489.37927765962064,1.7155709335474507,0.008757754621894128,0.00010830946880203614,10603,49
I6711,ceu,505.763131651887,10.695712723490319,10.846427282078968,489.397720759165,1.0643867844790662,0.021937907814057106,0.0010546711254088882,2472,49
I6714,ceu,465.74461404633234,4.29653684844448,4.305529594349754,489.3680232797259,2.697103615406648,0.009810240645200263,8.839955377532976e-05,14758,49
I6718,ceu,449.5881945742769,4.400371048751245,4.393562613167547,356.3653850935092,14.801002342602281,0.010519948132381806,9.772028936341874e-05,14192,49
I4157,ceu,646.4725166320233,10.669407241851106,10.749172974203415,489.5014200107586,5.490409761992533,0.021614275887288804,0.0008672583556181057,3282,49
I6708,ceu,732.6160431092102,20.855489034043377,20.37530980602596,672.3508883068123,1.0845919201052814,0.037040780544072345,0.0007068138453457981,1472,49
I6789,ceu,530.1229440777549,5.141086697126112,5.166925407240706,489.4225522750663,3.8220739482716213,0.009799334293041655,9.593156983777393e-05,13921,49
I6793,ceu,560.8030543458838,5.385447016661813,5.4088255074744165,489.4744679373627,6.79578144047538,0.01355242147044951,8.813077092877622e-05,14306,49
I6794,ceu,544.4138828345967,5.531837987011708,5.554049384141436,489.448806646733,4.809097526883998,0.013482086175851383,8.348339546892627e-05,14482,49
I6799,ceu,566.4699456196436,5.3758807741089125,5.4049471744912,489.48803525414417,7.364431454999755,0.014423669381987294,8.336286626930968e-05,15129,49
I7101,ceu,817.3687892696138,203.6467346865422,202.26899322214155,923.6707850815627,1.0000091843009797,0.017712342267382004,0.009157938212082307,111,49
I7170,ceu,525.8055642041317,147.78072305722142,151.5484607561361,489.3902596619689,1.0,0.04705654689083712,1.0,87,49
I7419,ceu,708.5066358194205,6.749439888654874,6.7092401711789496,672.3640819991735,2.2995554830401184,0.014680297548317718,8.437772093733183e-05,14864,49
I7420,ceu,836.8832310818791,7.547252654051714,7.542916168776056,672.4220146330299,9.077573627418092,0.015205789371663602,0.0003531290618403684,15001,49
I7421,ceu,762.647719254179,7.327225428684316,7.2384607066510345,672.3790615165218,4.988614366060187,0.012460788056954924,0.0003279008269115231,14053,49
I7492,ceu,849.6817339965029,7.6439159760977216,7.650745665719226,672.432500202566,9.599001376353804,0.014968880176890211,0.0003431861127496158,15819,49
I7493,ceu,746.072630053016,12.155883464959265,11.939549895558189,672.3626962172032,1.8506389062790984,0.018304790694714548,0.0006697821775853119,4146,49
I7494,ceu,739.1808210416084,7.368090429274584,7.283649230399836,672.3621962585996,3.413147272950871,0.013978293756049313,0.00040088783463164895,11155,49
I3023,ceu,1997.3892939646012,228.4061351185428,240.7778986681726,1268.9760049715187,1.0456235466299348,0.05013710844956414,0.0023679838431675255,1191,49
I6696,ceu,516.3441651299646,4.991977065518821,5.0174935335895565,489.410839632911,2.920601804352702,0.014916514843738902,0.0002632338716136122,14204,49
I6717,ceu,595.0816920544518,5.476828598331509,5.514161797773519,489.49479555883516,9.782543783816136,0.011759107204671458,8.977524167230782e-05,14370,49
I7042,ceu,438.47265858899095,4.378510265457986,4.355768778955224,356.280334541956,12.22407580278616,0.005550541468165483,0.00023410499251116124,12684,49
I7044,ceu,456.74596318788235,4.5472340789983265,4.549535181073711,489.3595389054598,3.268500938766384,0.010818468509310923,9.49375347650159e-05,12549,49
I7203,ceu,636.8754842319561,36.10433928057949,36.74748688020214,489.41118365879623,1.1056624806150621,0.04571690677795369,0.0009335674215393446,726,49
I7249,ceu,413.54403567444257,4.343513400995866,4.272381921543973,356.3253414424743,8.753283421669709,0.012562768868353032,9.57160414388653e-05,12427,49
I7251,ceu,440.62366914553235,4.39248985094226,4.373295623058168,356.3709236295676,12.834960474032506,0.012419630850311477,0.00010025384267798677,11992,49
I7269,ceu,439.1810695051612,4.8293028860925435,4.801824709635054,356.354491838714,11.28302362451938,0.012540064167157104,0.00011572867373963331,10261,49
I7272,ceu,474.18477787647697,4.952965014613568,4.973541278543737,489.37551619608047,1.6662157714623544,0.011936348406279553,9.954829814500894e-05,12278,49
I7275,ceu,400.63932470749256,4.314981345706747,4.243482469052427,356.278833927695,6.481289771770107,0.009438833037852356,0.00028911925270251485,10648,49
I7276,ceu,470.30486465928834,4.803530932816852,4.817921035200013,489.37695536439924,1.932359919430541,0.008944702541820133,0.00010139363007823619,12032,49
I7279,ceu,450.67842277117177,5.111976538313287,5.104017047519345,356.2945196228143,11.572072435204966,0.013552393358219816,0.0004957664227541199,8699,49
I7280,ceu,428.2169725187216,4.4196931101276045,4.37617167890904,356.3244600421577,10.835943452571737,0.010237068987846598,9.91163149300112e-05,12471,49
I7286,ceu,456.55014090917257,4.422812103853374,4.424034215580888,489.361102505503,3.418589978156844,0.009867739149577583,9.325861147279008e-05,12933,49
I7287,ceu,452.3420989375299,5.073068388926698,5.07426652587826,356.3577704366722,11.652057455455301,0.012454037359413502,0.00012145172805159177,8831,49
I7288,ceu,648.5304786189139,31.08030471506576,31.48547527338586,489.42428774187596,1.2763867941859903,0.04411211568991856,0.0007233859161817472,898,49
I7554,ceu,474.6736184621203,4.8237808987867785,4.842931929259267,489.37682660789164,1.553984270427809,0.01215210552593354,9.383296654759504e-05,12663,49
I7572,ceu,418.57276906629716,4.795394751880557,4.721163712109027,356.30696604266944,8.064093545601738,0.011269302337658861,0.00012168178177725715,9008,49
I7628,ceu,459.40282134532265,6.681400177472814,6.693354811047776,356.32349406945974,8.176935702825425,0.013160379255710938,0.00015573994138082565,4914,49
I7630,ceu,331.25219823463596,78.81708359168172,87.53636133989643,356.22446682789814,1.000021643691082,0.04995992396111012,0.0010990584627495045,182,49
I7638,ceu,448.67386402362644,5.232175131817107,5.221862421454478,356.27244897639844,10.576200664470473,0.013116998972016566,0.0005250459211660674,7849,49
I7640,ceu,419.579874094806,4.269127499747835,4.2125309438879075,356.3204429158001,9.669275837117302,0.010945482958994892,9.599442079923814e-05,12923,49
I0719.SG,ceu,1218.5813488619349,10.200135403933297,10.250121236013525,923.8874727522334,10.324944577148806,0.02207831730478506,0.00035428799758901124,18862,49
MA968.MA976.SG,ceu,378.5926961307527,4.615659206900305,4.5578631444667455,356.2589618995833,2.8277137929333866,0.013920025918030186,0.00011652167587678639,6986,49
CabecoArruda117B.SG,ceu,633.7054978160945,8.952609707590346,9.025121936501323,489.5095305638232,6.613290544156383,0.01926640667354574,0.0006806392555521136,5193,49
CabecoArruda122A.SG,ceu,498.3842025299792,4.872397881583329,4.899437083622714,489.4043269079086,1.462195074258547,0.014344121607143729,6.963195813320082e-05,17056,49
CovaMoura364.SG,ceu,437.99812266476835,5.154301776777766,5.127786574620333,356.26765113781425,9.762023664225998,0.013605762463228765,0.0003279614113003423,9684,49
DolmenAnsiao96B.SG,ceu,537.4438854779534,5.109850815674497,5.133158167779174,489.39113828494754,4.763731502607224,0.012830217831730648,0.00022288405531992812,17967,49
LugarCanto45.SG,ceu,421.26502904998574,12.069162348609005,11.666855442761836,356.2611051127333,1.9234840601641023,0.023105885744291493,0.0020395835569829617,1176,49
MonteCanelas337A.SG,ceu,304.0156053585723,14.624296962496182,15.61530053320613,259.2970800354368,1.0,0.004824303161234989,1.0,772,49
MonteGato104.SG,ceu,532.9872909243836,5.697025081135333,5.728157207202562,489.39803254099724,3.6056563252750564,0.014642282347373772,0.0002919509077222935,12076,49
TV32032extra.SG,ceu,508.2757256930906,5.8960879573155065,5.935108489527047,489.4088826002009,1.7329336151508676,0.017767792320870817,0.0004361532598210988,10384,49
TV3831.SG,ceu,580.6964204019145,6.2713815144787,6.312753766370312,489.44442779638877,6.850701822617769,0.015570797553892268,0.000297890303827703,11531,49
Sanganji_131421-3_A1.SG,ceu,362.32626377337857,91.37402410493533,87.73505815115949,356.22487243052495,1.0000007635876813,0.07056841425556326,0.016296219965904517,87,49
Bon001.SG,ceu,395.03964968944786,13.975686945614758,13.298456063769763,356.23028172270375,1.2102217522436556,0.009057799765603088,0.0005624114022901478,1153,49
Bon004.SG,ceu,425.9385372834419,12.038196496839229,11.671985272247074,356.2452322350025,1.9573584970485023,0.013149300891325759,0.0003532544791594832,1699,49
Tep001.SG,ceu,60807.03370824208,9455.919189883281,9694.08854879178,57361.52511567525,1.0000000133309788,0.07003363438545515,0.00902451665345583,208,49
Tep003.SG,ceu,571.1146072387418,7.1032144039528005,7.146256899926199,489.42605866010905,4.694595132744474,0.013170558732076058,0.0005443680212313775,6389,49
Tep006.SG,ceu,479.68109463357155,10.889449711060522,10.970722402355825,489.38886257598233,1.017807998634429,0.007484792133143841,0.00035648757926730123,1812,49
Loschbour_snpAD.DG,ceu,426.2347613085328,3.9047684279867543,3.866840236091569,356.2580131612301,13.505983196684769,0.0034643869271448894,0.00016247836679066335,25426,49
UstIshim_snpAD.DG,ceu,648.9517394702252,5.229317618806927,5.24935876712845,489.57679266185016,18.258319286387643,0.01123455643989732,0.00019763110254261836,25425,49
Loschbour_published.DG,ceu,426.74204266138736,3.8433273701365764,3.8076124601537065,356.27094829112775,13.887200318002316,0.004330170235225953,0.0001307302294040365,28602,49
Ust_Ishim_published.DG,ceu,664.8160761192553,5.290020171604606,5.299777505096166,672.3294971947179,1.1886582933779344,0.010735940923288468,0.0001758577403322107,28975,49
XVII-B-939.SG,ceu,19433.963801523943,,nan,6210.297479542893,2.4111895863484634,0.1286711312061809,0.000991143390061703,10438,49
Chinchorroi15.SG,ceu,783326.1349684204,270423.8035374146,nan,727895.3843982416,0.9999999999999452,0.2138517655872501,0.012942200245602086,140,49
Enoque65.SG,ceu,1018.0350674920768,46.1380442302624,46.74925063348836,923.6830956836187,1.0120063270897641,0.07986897803250513,0.0036081265644754483,867,49
BC23.SG,ceu,2804203.6812770325,19691.558852657396,nan,1000000.0,1.0,0.2609208776657355,0.020650470706204706,121,49
BC25.SG,ceu,3704.164875331466,385.93415347270553,386.0489369062636,1743.478325743513,2.033078787163329,0.08547940455049556,0.0014683486842302694,3210,49
BC27.SG,ceu,169.8047476730769,27.1282302514108,29.666299110712576,188.73753753008214,1.0005683311094147,0.04976185094676681,0.0021976086222914694,99,49
BC28.SG,ceu,4871.70879904831,802.5854253329337,799.8340244215633,4520.353893933139,1.000001019082554,0.16742593899896285,0.003520887794204865,95,49
BC29.SG,ceu,1056.7890157453717,89.67720710799388,92.67205414086804,672.3777935031015,1.107852912672263,0.08921907327697871,0.0053994662455011996,621,49
BC30.SG,ceu,861.4669264582436,30.098139588316613,30.041655432715313,672.3950613529885,1.4299272345170373,0.060668133204898514,0.002892258678959139,1431,49
F9.SG,ceu,135.75894953724784,18.369427481774903,19.12443209000898,137.37862276982264,1.0000692396759183,0.304736567913705,0.02313471730560612,78,49
MOM6.SG,ceu,738.8585473103894,220.82048873657337,207.107159231042,672.3360533160983,1.000007673056907,0.07749983310636072,0.014582265706994387,125,49
MARC1492.SG,ceu,5696.494062593919,723.6415146264028,761.0374887629193,3290.4161151075955,1.0937819256017212,0.16247419466643861,0.0004170950573510762,2468,49
I1048.SG,ceu,289.1624091454559,43.46254049126053,47.82409121274851,259.3037129556784,1.0004567319339561,0.31098336922222103,0.02332216468916994,103,49
Bar31.SG,ceu,549.6330701000869,4.996320693939113,5.012195202711297,489.4682094329351,6.394232537597318,0.01888577196255885,0.00023034286546340328,22867,49
Klei10.SG,ceu,524.2282336653768,4.941212721508577,4.965600192944738,489.4288919667062,3.6422633992378928,0.012078442947680741,7.337878793637487e-05,19188,49
M344.SG,ceu,1085.7551846341573,54.47566798152566,55.690769412608795,923.6824041223676,1.0124965747675954,0.07385696970533678,0.005830103626130957,571,49
C1.SG,ceu,1352.165136280374,10.157684732885283,10.107988030225025,1269.0122494607506,2.709475038603753,0.021353423388403615,0.0002844173490288183,28312,49
M63.SG,ceu,1090.5456070944033,11.588778721782539,11.6074864826201,923.7434336823496,3.9486190844667113,0.020002639179537707,0.00045307564139805093,10861,49
S10.SG,ceu,1266.0034985277443,10.23042068068346,10.252312797199895,923.9092205916922,12.159635237046352,0.020667071074867586,0.000313895838583372,23405,49
S35.SG,ceu,1351.1547000796195,10.641308533857904,10.588578757060413,1269.0078305740021,2.6722894020834613,0.020377757762817375,0.0003070327668972947,23038,49
AH2.SG,ceu,839.8306833966492,9.459551046099037,9.455068368729407,672.4606342489764,6.314077471925333,0.021029880240533885,0.0005495035042274083,7675,49
F38.SG,ceu,766.9123492200022,7.056121523755875,6.9708317021637,672.3916974607147,5.532398174193029,0.01611919129747761,0.0003325128778328149,17068,49
WC1.SG,ceu,924.6708571873866,7.045507256112614,7.072892724245896,923.6715108828165,1.00215404570367,0.01095649128215121,0.00017713071787243043,28569,49
BerryAuBac_published,ceu,524.1779514914542,44.98939438309718,50.05191347306431,356.2577900308457,1.2243600948581146,0.04771491490390788,0.0009963961459062982,541,49
GoyetQ116-1_published,ceu,627.6940097092396,6.36672153111354,6.4120195543065694,489.5409873114065,10.997296974301493,0.01871335960752251,0.0004564219677204903,11742,49
Paglicci133_published,ceu,2683.324777176145,,nan,1269.0101001497285,1.0941389707405687,0.11160302076327612,0.0038911518762114214,888,49
Burkhardtshohle_published_d,ceu,518.2541591011492,65.41598724616313,69.90705516234242,356.24099864013453,1.0458260835189328,0.0540243625604204,0.0071153007583864575,364,49
Rochedane_published,ceu,566.9217504730341,21.89293946990463,22.75165138220785,356.1155039262515,5.051104417178283,0.04354804143610516,0.001328433829222901,2503,49
Iboussieres39_published_d,ceu,2.6874441171681274,,0.6380278839707273,99.99991980444871,1.0000008946905903,0.05918599530061359,0.03481447218196129,10,49
I0156.SG,ceu,413.98572583279946,4.676946352485436,4.5997872125409796,356.25370121615254,7.485789869365325,0.004896848880969653,0.000114939473033567,9173,49
I0160.SG,ceu,535.6898563111598,4.668679612928914,4.689378782898825,489.409818119484,5.337630210555942,0.004762205903060076,0.00012818708741948174,27145,49
I2634,ceu,639.2640677832943,9.460857699848711,9.549748292914336,489.5591317690377,6.650932545133769,0.026715887228792694,0.0006684332130548047,5899,49
Falkenstein,ceu,690.4208610080568,23.10956089401568,22.85491873298843,489.41595293626256,2.242930013870085,0.05223591727089312,0.0019652876290938044,1475,49
Iboussieres25-1,ceu,877.8263773281424,67.93581788983845,67.77107445626578,489.46891855939214,1.5094764923077721,0.07074729563506237,0.004044443017801475,822,49
Iboussieres31-2,ceu,1059.2420250116934,74.4279313427719,78.41912381677535,672.362480607063,1.152181462145011,0.047702571878343064,0.0007565607307015264,846,49
Rochedane,ceu,937.9272978534059,52.09348104823966,53.9422920560276,489.53693672520103,3.429477487732,0.06080884763081479,0.0017699888884573451,1755,49
BerryAuBac,ceu,461.34575191885574,30.74987130119814,30.429760774240584,356.2519634802399,1.1787487538622572,0.044545610696690004,0.0009905642281438562,578,49
I0070,ceu,446.10075839980993,5.463093040362695,5.445973780802476,356.3436873960989,9.437218730172079,0.013669385480029697,0.0001397386581572658,6499,49
I0073,ceu,562.0522858111807,6.705818009231242,6.745327179490018,489.4413363031214,4.85736764830882,0.011780522137498245,0.00014906008266865435,7076,49
I9041,ceu,636.2576200229823,16.63403106023278,16.867760969227266,489.4259192229493,2.250673209285633,0.018766198381390202,0.001551265294808583,1860,49
I9130,ceu,771.8824980491285,31.33666095725851,30.177854204394887,672.3413432520174,1.0589727052849178,0.017042492004758845,0.002241711589703253,1070,49
ANI152,ceu,41352.00080280551,6500.005612667716,6429.231960072182,41753.18934619026,1.000000076857749,0.05050886484388499,0.001181378544282137,282,49
ANI153,ceu,3537.2735588851915,654.4899809744171,657.9091968997293,2395.027720170445,1.0002636957668893,0.0489047565920629,0.0015168337233800319,251,49
ANI160,ceu,368.4322608240627,20.90527707665103,20.071096234356,356.2268880873313,1.002758700858051,0.029298285407919678,0.002941801657230806,646,49
Bul4,ceu,440.578663311603,6.599710834815675,6.5581743849000835,356.31051519350103,6.7666972034862365,0.013808635407288487,0.00019812129227589174,4175,49
Bul6,ceu,459.5509630822276,6.464956989066997,6.4748504949575265,489.3778665759074,1.7632569668457168,0.00941802005424258,0.00017855471186388006,4276,49
Bul8,ceu,1726.9378735102903,661.2348363050854,691.8393117118559,1743.328827919392,1.0000000062251801,0.06271668447224577,0.010521905882360459,164,49
ANI159-ANI181,ceu,509.7992790906968,6.878611475059097,6.92995127682703,489.4010237242167,1.4647261523989605,0.012841526585472466,0.000548071729618269,5189,49
I0001,ceu,344.9428965679929,5.721021479867843,5.753661767366845,356.22067909385134,1.2358362709653534,0.006659826709424229,0.0003275597251658785,2602,49
I2405_published,ceu,398.83084423521916,17.58837389484183,16.48221126214043,356.2339006513058,1.126337167900668,0.0185848432047591,0.0020471143290758526,863,49
I2416,ceu,458.8678719980501,13.107404762849702,13.08723633340248,489.3881326542017,1.0710099384293958,0.006108806583737455,0.0003861307692346994,1432,49
I2421,ceu,413.7911999121414,5.577233781900794,5.468501792854181,356.2978429839372,5.650262473832078,0.014136226136336765,0.00017068227451076773,4600,49
I2431,ceu,460.37982876088495,4.844340550103685,4.8516181477585025,489.36059840111983,2.618893434929428,0.01318505174403588,9.606589641834794e-05,11651,49
I2435_published,ceu,292.46549851377006,33.01829489777519,34.49256812964678,259.30815807598503,1.0045837582473596,0.14479474467279932,0.00436740325615146,154,49
I2440,ceu,445.69674326773895,10.699991611411637,10.57577294818373,356.2428873228285,2.9062076479863834,0.007631782418677459,0.00040397062425007467,1873,49
I2441,ceu,448.82511478454995,6.0271477858751075,6.012688670962636,356.3116661534699,8.816164196646298,0.012616689885817564,0.00047394902492712475,6509,49
I2457,ceu,406.19595416592597,4.337607059439166,4.2630730763223195,356.2913109509726,7.610041405064202,0.009817495780216925,0.00010487885030477097,11407,49
I2467,ceu,266.18110280758304,7.234904742730507,7.403707884648051,259.2979165121546,1.0451900864523458,0.012633614098628189,0.0004427652753136717,1195,49
I2472,ceu,322.5216533789393,8.685599462352627,8.922045125679071,259.3253715155521,2.8809118093615464,0.012470165616335026,0.00040586033104787625,1415,49
I2478,ceu,444.05416632958196,4.87350711081915,4.856425656273359,356.3813869716219,11.477718590682828,0.014694900248280171,0.00011767043408739022,8804,49
I0126,ceu,333.4607536172418,4.81852411503283,4.865524155330106,356.2031316169122,2.180660209583777,0.0121758766389168,0.00020351794138809336,3414,49
I0440,ceu,494.2517010256783,4.360937050365288,4.382692884542565,489.3960474969274,1.114042427074639,0.013129388623206126,7.438694913033226e-05,18485,49
I0432,ceu,452.2744969152561,5.6192341225273905,5.612334413925917,356.32083473714226,10.220301968399829,0.010441978089755933,0.00013769898392669124,8632,49
I0434,ceu,243.85200430794308,16.987859573579737,16.713952569123023,259.2908892144898,1.0,0.032395007741365854,1.0,505,49
I0433,ceu,428.43285318988535,5.9648753550611975,5.889608873403996,356.2932184070139,6.552015810402652,0.011567263962977,0.000165173418721856,5220,49
I0122,ceu,426.0649817211352,5.090470774455152,5.028241619970117,356.3164171264717,8.176944382927916,0.01228986185662885,0.00013241420441876614,7851,49
I0124,ceu,455.01838823962703,6.022766806088661,6.023437502105052,489.37655283108364,2.141902440003005,0.013913852389370773,0.000642867374906067,5056,49
I0233,ceu,1455.4951840375413,155.97606243511996,150.49786690143645,1268.962218408397,1.0002402483827901,0.05654015633596133,0.00583701749839266,363,49
I0370,ceu,440.3097620493762,4.650205738217744,4.627589928111889,356.3521760040388,11.675282106356455,0.011950272128957704,0.0001130613119168867,10258,49
I0444,ceu,588.7221524207072,7.3785318564149796,7.4445775719597975,489.4578046283037,5.698698664446325,0.014213301008721887,0.0005336488568636925,6597,49
I0439,ceu,363.6881031658172,6.955864538005758,6.899815134319477,356.2298061110699,1.0768528595229179,0.013557913345017375,0.00023388253092685248,3006,49
I0429,ceu,413.8438571214952,5.175669395548598,5.076646191373439,356.30085535930334,6.850406620065844,0.012223693587543716,0.00014458249978135956,7549,49
I0438,ceu,391.1318119112707,4.718224857994424,4.633576142107376,356.27092545975927,4.2373459924867465,0.012204376526698826,0.0001334139022118921,6960,49
I0575,ceu,563.5757683028315,6.590431703328615,6.630287659017849,489.44192906212726,4.737651252919441,0.012193399350723711,0.0001247637180149624,7226,49
I0563,ceu,663.7446408461715,6.561448929302101,6.57731243591756,672.330379562415,1.1201782933200257,0.011646460166187622,0.0001076475202658371,10970,49
I1282,ceu,679701.6027957926,100833.40933065896,nan,529831.690579092,1.0000002861650776,0.06611431393227714,0.005102598866443535,636,49
I1302,ceu,416.5474579890354,23.350717930667454,21.677370978498917,356.2461869501046,1.1004318234077213,0.04759022914245023,0.0006818349835141089,703,49
I1284,ceu,442.5211961933999,15.22574619132947,14.894838175423487,356.26279697502196,1.839517354912805,0.02562365617466503,0.002088210597283393,1292,49
I1274,ceu,360.2181577548364,9.13001582290157,9.075572368043405,356.22695271326387,1.0079999955092658,0.018107404088196607,0.0012644076358079056,1642,49
I1277,ceu,497.44228567605666,5.696301369982725,5.731779107904399,489.39861868622916,1.1897335617558817,0.0142287856597812,0.00012158698597890328,7366,49
I0843,ceu,505.82157447414426,4.692469773157363,4.717652935196719,489.4030256145439,1.9324451213829008,0.008821872068562333,0.000207080953133926,19724,49
I0585,ceu,474.79812193964915,4.624118286283593,4.643991005493691,489.3838912955337,1.6591546171229998,0.005682970159176967,0.0001892882950190994,17521,49
I0507,ceu,721.5840100747357,6.849246081107505,6.792196412435274,672.367937828362,2.7892973374759853,0.013360180693920027,8.817105092229484e-05,13169,49
Oase1_d,ceu,790.1273734514319,19.533171956305683,19.076771832857467,672.3799950106522,1.4893763326042015,0.056014722826614856,0.0018299274671614314,1854,49
I0807,ceu,433.34491415424344,11.633128231580137,11.362092039141755,356.26493598896263,2.277496223329627,0.020618346651692925,0.0014745622209647576,1507,49
I0559,ceu,323.884886649433,6.701329747150345,6.82215852044953,259.34677632282245,4.710396577992741,0.0123819304087872,0.0003251395782763167,1906,49
I0806,ceu,531.1215067230895,10.825260121106526,10.937114244213618,489.39893189986714,1.3539359849359547,0.010684802113031555,0.0003280998377218955,2142,49
I1530,ceu,501.30765030492836,38.98882433746784,40.36143118219833,489.3909479228753,1.0001598601427537,0.04888629000585423,0.0011671787630488156,368,49
I0460,ceu,378.62202548342276,5.88325180550522,5.790949287264774,356.23049872471904,1.8617368767308553,0.004635820966400398,0.0002029640168201092,3517,49
I0457,ceu,12770.360663270487,3702.832060518185,3684.3205108562715,11721.022986347236,1.0000000221804675,0.05328445345839824,0.011286899837649233,150,49
I0453,ceu,940.9703617363738,171.08123329596964,177.96878297134754,489.40331353838025,1.0338670819506652,0.05145209419719162,0.004765206996529489,403,49
I0455,ceu,147.12793157836578,6.427409993819555,6.816115196313747,137.39650224739736,1.0,0.026438253448593522,1.0,449,49
I0825,ceu,225.49503176104426,13.679472946383733,12.600662687506018,188.74172324363042,1.0,0.00461554278861286,1.0,372,49
I0261,ceu,504.1509798595245,31.92976995828986,32.863281175495395,489.3926040375123,1.0,0.000848383419224543,1.0,481,49
I0257,ceu,409.54983575779215,15.461293689736841,14.625859446039735,356.2359532295933,1.256235017468975,0.01568206054103624,0.0022320071529993942,978,49
I0826,ceu,263.4302850209326,7.194421272454273,7.335710038491364,259.29565267769726,1.0145695785764917,0.008429978609998365,0.0004010742818270681,1115,49
I0458,ceu,348.77020703051505,8.713465382740749,8.748890023070386,356.22292152255545,1.0257072093886477,0.009183531814361582,0.0004205932253271245,1345,49
I1542,ceu,495.7133434493099,18.52293809910238,18.80867881628201,489.3917508101253,1.0010530865788505,0.037138606266041846,0.0008083425170018954,1016,49
I1536,ceu,293.86326260497054,7.83354651749815,8.070217097530106,259.30615279192057,1.821323863994255,0.008733764636025354,0.0003942180485117492,1235,49
I1544,ceu,426.87015512124026,13.146059547132586,12.730566707755967,356.2316933988995,1.0,0.006116330106763571,1.0,1372,49
I1538,ceu,366.9219668458195,10.654551886435183,10.474867611015576,356.22912884144,1.0362988744445427,0.01698815513782177,0.0015974450224110338,1517,49
I1534,ceu,352.12680251282103,7.709312366189039,7.717354307250239,356.2238793688383,1.0116537336830969,0.00694104795626207,0.00039004248936148255,1838,49
I1540,ceu,409.46469188454483,7.025631809010958,6.81061408999833,356.26068411041047,3.505078403487491,0.011684652433946677,0.0002272867402671429,3523,49
