indivID,Country,Location,Lat,Long,AvgDate_calBP,Sex,Cov_Autosomes,Data_Type,Publication,Contact,Group_ID,Assessment,snps_per25kb,mle_lambda_jt,mle_eps_jt,mle_lambda_marginal,nsnps,npanel
I7421,Uzbekistan,Sappali Tepe,37.41666667,66.83333333,3799.0,M,1.8503470000000002,1240K,NarasimhanPattersonScience2019,"Frachetti, Michael",Uzbekistan_BA_SappaliTepe,PASS (Xcontam=0.004),3.78515625,58.100573156828744,0.9,451.7779064175689,16057.0,240.0
I7492,Uzbekistan,Sappali Tepe,37.41666667,66.83333333,3827.0,M,2.9042310000000002,1240K,NarasimhanPattersonScience2019,"Frachetti, Michael",Uzbekistan_BA_SappaliTepe,PASS (Xcontam=0.004),4.23828125,69.17130845049573,0.9,434.6862543653661,18049.0,240.0
I7493,Uzbekistan,Sappali Tepe,37.41666667,66.83333333,3750.0,M,0.36149899999999996,1240K,NarasimhanPattersonScience2019,"Frachetti, Michael",Uzbekistan_BA_SappaliTepe_o,PASS,1.111328125,,,430.9012039750056,4707.0,240.0
I7494,Uzbekistan,Sappali Tepe,37.41666667,66.83333333,3897.0,M,1.303608,1240K,NarasimhanPattersonScience2019,"Frachetti, Michael",Uzbekistan_BA_SappaliTepe2,PASS (Xcontam=0.009),2.99609375,48.94423316800729,0.9,408.4685763035589,12752.0,240.0
I3023,Great Britain,"Wales, Brechnockshire, Hay-on-Wye, Little Lodge",52.034891,-3.193573,5305.0,M,0.110356,1240K,BraceDiekmannNatureEcologyEvolution2019,"Brace, Selina",Wales_N,PASS,0.3212890625,10.0,0.9,902.6418941089303,1356.0,240.0
I6696,Czech Republic,Velké Žernoseky,50.542896,14.065942,4575.0,M,3.161274,1240K,NarasimhanPattersonScience2019,"Pinhasi, Ron; Veleminsky, Petr; Dobeš, Miroslav",Czech_CordedWare,PASS (Xcontam=0.006),3.80859375,71.18128237764705,0.9,286.48268589083773,16193.0,240.0
I6717,Russia,"Krasnoyarsk Krai, near Orak Ulus, Orak burial place",55.1924,89.3053,3402.0,M,4.139634,1240K,NarasimhanPattersonScience2019,"Pinhasi, Ron; Moiseyev, Vyacheslav",Russia_MLBA_Krasnoyarsk_o,PASS (Xcontam=0.003),3.8359375,41.003135908286495,0.9,324.0471426739142,16346.0,240.0
I7042,Hungary,Szigetszentmiklos-Vozm-telep-dulo,47.429954,19.051966,6089.0,M,4.310566000000001,1240K,OlaldeNature2018,"Pinhasi, Ron",Hungary_MN,PASS,3.400390625,54.32386538249608,0.9,245.39925021111526,14463.0,240.0
I7044,Hungary,Szigetszentmiklos-Vozm-telep-dulo,47.429954,19.051966,4300.0,M,3.807403,1240K,OlaldeNature2018,"Pinhasi, Ron",Hungary_EBA_BellBeaker,PASS (Xcontam=0.006),3.37890625,49.09594070392639,0.9,260.92883939503906,14349.0,240.0
I7203,Czech Republic,"Prague 5, Jinonice, Butovická Street",50.0504153,14.3667267,4250.0,M,0.06709,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_EBA,PASS (extraction.negative.flag),0.1968994140625,50.96044461128727,0.9,182.23316829713494,820.0,240.0
I7249,Czech Republic,Brandysek,50.19,14.158,4007.0,M,4.047757,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS,3.341796875,49.848390965162736,0.9,219.6729020633007,14209.0,240.0
I7251,Czech Republic,Brandysek,50.19,14.158,4200.0,M,3.469236,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS (Xcontam=0.004),3.224609375,32.104952595528104,0.9,200.36655626502454,13731.0,240.0
I7269,Czech Republic,Brandysek,50.19,14.158,4200.0,M,1.7163080000000002,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS (Xcontam=0.009),2.763671875,35.30900007620119,0.9,218.10938080322705,11772.0,240.0
I7272,Czech Republic,Brandysek,50.19,14.158,5454.0,M,3.646946,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_Eneolithic,PASS (Xcontam=0.005),3.302734375,44.84825885671028,0.9,224.38599168490998,14038.0,240.0
I7275,Czech Republic,Brandysek,50.19,14.158,4200.0,M,2.382176,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS (Xcontam=0.008),2.873046875,37.4503450364313,0.9,208.95694912536757,12159.0,240.0
I7276,Czech Republic,Brandysek,50.19,14.158,4200.0,M,3.2884269999999995,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS (Xcontam=0.008),3.244140625,42.35104485798774,0.9,267.56577155012434,13742.0,240.0
I7279,Czech Republic,Brandysek,50.19,14.158,4200.0,M,1.095572,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_CordedWare,PASS,2.359375,24.168269856882205,0.9,214.26796719729225,9984.0,240.0
I7280,Czech Republic,Brandysek,50.19,14.158,4200.0,M,3.3627580000000004,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_CordedWare,PASS (Xcontam=0.006),3.345703125,33.06927336249761,0.9,197.56629115474837,14261.0,240.0
I7286,Czech Republic,Radovesice,50.410265,14.074597,4250.0,M,4.109079,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS (Xcontam=0.004),3.462890625,52.208612215186825,0.9,245.06161344078163,14736.0,240.0
I7287,Czech Republic,Radovesice,50.410265,14.074597,4200.0,M,1.1435540000000002,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS (Xcontam=0.011),2.37890625,31.738664838061002,0.9,259.0618998073563,10082.0,240.0
I7288,Czech Republic,Radovesice,50.410265,14.074597,4200.0,M,0.08109,1240K,OlaldeNature2018,"Pinhasi, Ron",Czech_BellBeaker,PASS,0.2440185546875,39.727333240331085,0.9,215.93830961930695,1025.0,240.0
I7554,Great Britain,"Scotland, Orkney, Unstan Chamber Tomb",55.986,-3.249,5185.0,M,3.410093,1240K,OlaldeNature2018,"Sheridan, Alison",Scotland_N,PASS (Xcontam=0.007),3.404296875,54.2671712671406,0.9,220.5814187649156,14463.0,240.0
I7572,Great Britain,"England, Cambridgeshire, Over, Over Narrows",52.346588,0.031827,3400.0,M,1.200177,1240K,OlaldeNature2018,"Neil, Benjamin",England_MBA,"PASS (extraction.negative.flag, mtcontam=0.97)",2.427734375,12.43557256731604,0.9,232.4466915502438,10286.0,240.0
I7628,Great Britain,"England, Bedfordshire, Biddenham Loop",52.122402,-0.511365,3400.0,M,0.522439,1240K,OlaldeNature2018,"Neil, Benjamin",England_MBA,PASS,1.3232421875,15.293585734754005,0.9,197.45236215146855,5623.0,240.0
I7630,Great Britain,"England, East Riding of Yorkshire, North Ferriby, Melton Quarry",53.726187,-0.529641,3736.0,M,0.014381,1240K,OlaldeNature2018,"Loe, Louise",England_C_EBA,PASS,0.0457763671875,39.70702974813307,0.9,95.41199895772078,199.0,240.0
I7638,Great Britain,"England, Oxfordshire, Radley, Barrow Hills",51.405327,-1.150767,3980.0,M,0.8768809999999999,1240K,OlaldeNature2018,"Booth, Tom",England_C_EBA,PASS (Xcontam=0.018),2.11328125,18.25191876769606,0.9,220.08078708953843,8902.0,240.0
I7640,Great Britain,"England, Cambridgeshire, Trumpington, Clay Farm",52.17839,0.122544,3316.0,M,3.615529,1240K,OlaldeNature2018,"Booth, Tom",England_MBA,PASS,3.46484375,45.09349010520634,0.9,227.3875713950505,14746.0,240.0
I0719.SG,USA,"Alaska, Aleutian Islands, Umnak Island, Chaluka Midden",52.9883684,-168.8205659,505.0,M,2.274134,Shotgun,FlegontovNature2019,"O'Rourke, Dennis",USA_AK_PaleoAleut.SG,"PASS (damage=0.017, but mitigated.because.Arctic)",5.0703125,77.65176753734903,0.9,703.7460007214617,21533.0,240.0
MA968.MA976.SG,Estonia,"Ardu, Harju",..,..,4638.0,M,0.6119600000000001,Shotgun,SaagCurrentBiology2017,..,Estonia_CordedWare.SG,PASS (literature.merge),1.884765625,20.521424290267,0.9,207.80612863260612,8009.0,240.0
CabecoArruda117B.SG,Portugal,Cabeço da Arruda I,..,..,5050.0,M,0.394071,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_LN_C.SG,PASS (literature),1.419921875,42.913626431402186,0.9,304.3342397021222,5947.0,240.0
CabecoArruda122A.SG,Portugal,"Torres Vedras, Cabeço da Arruda I",39.110833,-8.663583,5050.0,M,1.7700069999999999,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_LN_C.SG,PASS (literature),4.609375,41.885799123982466,0.9,227.7528210858762,19485.0,240.0
CovaMoura364.SG,Portugal,Cova da Moura,38.745044,-9.21522,4900.0,M,0.827594,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_LN_C.SG,PASS (literature),2.61328125,47.54302251483908,0.9,191.75237542684022,11057.0,240.0
DolmenAnsiao96B.SG,Portugal,Dolmen de Ansião,..,..,5450.0,M,1.959732,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_LN_C.SG,PASS (literature),4.87109375,38.87513876168602,0.9,250.8937335598726,20561.0,240.0
LugarCanto45.SG,Portugal,Lugar do Canto,..,..,5950.0,M,0.075762,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_MN.SG,PASS (literature),0.313232421875,14.422579132024584,0.9,234.52105364623577,1340.0,240.0
MonteCanelas337A.SG,Portugal,Monte Canelas 1,..,..,4953.0,M,0.048770999999999995,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_LN_C.SG,PASS (literature),0.2064208984375,10.0,0.9,194.84206193756015,875.0,240.0
MonteGato104.SG,Portugal,Monte do Gato de Cima 3,..,..,3535.0,M,1.167729,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_MBA.SG,PASS (literature),3.294921875,51.55929899053632,0.9,284.5037239912935,13824.0,240.0
TV32032extra.SG,Portugal,Torre Velha 3,..,..,3550.0,M,0.86101,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_MBA.SG,PASS (literature),2.830078125,52.404586598213704,0.9,258.0644935692835,11866.0,240.0
TV3831.SG,Portugal,Torre Velha 3,..,..,3550.0,M,0.9812569999999999,Shotgun,MartinianoPLoSGenetics2017,..,Iberia_MBA.SG,PASS (literature),3.14453125,46.10967981146949,0.9,265.5563891259495,13201.0,240.0
Sanganji_131421-3_A1.SG,Japan,"Sanganji Shell Mound, Fukushima Prefecture, Tohoku Region",..,..,3156.0,M,0.009000000000000001,Shotgun,KanzawaJHG2016,..,Japan_Jomon.SG_lc,PASS (literature),0.02557373046875,101.89575434440506,0.9,507.0701096081665,98.0,240.0
Bon001.SG,Turkey,Boncuklu,37.75191,32.864901,10032.0,M,0.076,WISP+Shotgun,KilincCurrentBiology2016,..,Anatolia_Boncuklu_N.SG,PASS (literature),0.306640625,17.078796569666874,0.9,223.62337294900468,1315.0,240.0
Bon004.SG,Turkey,Boncuklu,37.75191,32.864901,10076.0,M,0.113,WISP+Shotgun,KilincCurrentBiology2016,..,Anatolia_Boncuklu_N.SG,PASS (literature),0.466796875,26.71144328146074,0.9,231.3548101106957,1965.0,240.0
Tep001.SG,Turkey,Tepecik Ciftlik,38.172218,34.49387,8643.0,M,0.013999999999999999,WISP+Shotgun,KilincCurrentBiology2016,..,Anatolia_TepecikCiftlik_N_o.SG,PASS (literature),0.054351806640625,81.2947300944057,0.9,56664.087237598505,232.0,240.0
Tep003.SG,Turkey,Tepecik Ciftlik,38.172218,34.49387,8505.0,M,0.652,WISP+Shotgun,KilincCurrentBiology2016,..,Anatolia_TepecikCiftlik_N.SG,PASS (literature),1.7275390625,28.42507765679337,0.9,272.1262708489444,7292.0,240.0
Tep006.SG,Turkey,Tepecik Ciftlik,38.172218,34.49387,8230.0,M,0.128,WISP+Shotgun,KilincCurrentBiology2016,..,Anatolia_TepecikCiftlik_N.SG,PASS (literature),0.5078125,10.000000000000028,0.9,244.7769312864073,2104.0,240.0
Loschbour_snpAD.DG,Luxembourg,Echternach,49.81,6.4,8050.0,M,22.0,Shotgun.diploid,Pruefer2017,"Krause, Johannes",Luxembourg_Loschbour.DG,PASS,6.8125,62.3613753231267,0.9,241.64298009337512,28922.0,240.0
UstIshim_snpAD.DG,Russia,"Ust'-Ishim, Siberia",57.7,71.1,45020.0,M,42.0,Shotgun.diploid,Pruefer2017,"Paabo, Svante",Russia_Ust_Ishim.DG,PASS,6.8125,100.58591130628686,0.9,423.4954036210808,28922.0,240.0
Loschbour_published.DG,Luxembourg,Echternach,49.81,6.4,8050.0,M,22.0,Shotgun.diploid,LazaridisNature2014,"Krause, Johannes",Luxembourg_Loschbour_published.DG,PASS (literature),7.7265625,69.11635633410826,0.9,240.1176618684415,32642.0,240.0
Ust_Ishim_published.DG,Russia,"Ust'-Ishim, Siberia",57.7,71.1,45020.0,M,42.0,Shotgun.diploid,FuNature2014,"Paabo, Svante",Russia_Ust_Ishim_HG_published.DG,PASS (literature),7.8125,112.00476189709978,0.9,430.2623010814082,33055.0,240.0
XVII-B-939.SG,Canada,"Lucy Islands, British Columbia, Chatham Sound",54.300278,-130.618889,6075.0,M,0.45299999999999996,Shotgun,RaghavanScience2015,..,Canada_6000BP.SG,PASS (literature),2.822265625,79.34934849352852,0.9,9361.153069010665,11890.0,240.0
Chinchorroi15.SG,Chile,"Arica, Maderas, Enco C2",-18.483333,-70.333333,5839.0,M,0.013000000000000001,Shotgun,RaghavanScience2015,..,Chile_Chinchorro_LA.SG_lc,PASS (literature),0.035400390625,643.8166980961115,0.9,883253.0485662902,157.0,240.0
Enoque65.SG,Brazil,"Toca do Enoque Cave, Serra da Capivara, Piaui",-8.666667,-42.55,3559.0,M,0.06,Shotgun,RaghavanScience2015,..,Brazil_Enoque_HG.SG,PASS (literature),0.228515625,25.257647087107962,0.9,558.5616020043258,989.0,240.0
BC23.SG,Mexico,"Piedra Gorda, Las Palmas culture ",..,..,500.0,M,0.008,Shotgun,RaghavanScience2015,..,Mexico_Pericues.SG_lc,PASS (literature),0.03302001953125,107.1690218411736,0.9,999999.9848824409,140.0,240.0
BC25.SG,Mexico,"Piedra Gorda, Las Palmas culture ",..,..,500.0,M,0.184,Shotgun,RaghavanScience2015,..,Mexico_Pericues.SG,PASS (literature),0.8857421875,16.59035075220919,0.9,1485.1200901406455,3665.0,240.0
BC27.SG,Mexico,"Piedra Gorda, Las Palmas culture ",..,..,500.0,M,0.009000000000000001,Shotgun,RaghavanScience2015,..,Mexico_Pericues.SG_lc,PASS (literature),0.0256500244140625,100.92532043434174,0.9,555.2219219675841,117.0,240.0
BC28.SG,Mexico,"Piedra Gorda, Las Palmas culture ",..,..,500.0,M,0.008,Shotgun,RaghavanScience2015,..,Mexico_Pericues.SG_lc,PASS (literature),0.0240325927734375,1785.7827426816687,0.9,4625.340212705558,110.0,240.0
BC29.SG,Mexico,"Piedra Gorda, Las Palmas culture ",..,..,500.0,M,0.044000000000000004,Shotgun,RaghavanScience2015,..,Mexico_Pericues.SG,PASS (literature),0.16015625,10.0,0.9,256.5440829530718,700.0,240.0
BC30.SG,Mexico,"Piedra Gorda, Las Palmas culture ",..,..,500.0,M,0.10400000000000001,Shotgun,RaghavanScience2015,..,Mexico_Pericues.SG,PASS (literature),0.38720703125,14.54525986214626,0.9,445.5911857563909,1643.0,240.0
F9.SG,Mexico,Sierra Tarahumara,27,-107.25,3200.0,M,0.005,Shotgun,RaghavanScience2015,..,Mexico_PreColumbian.SG_lc,PASS (literature),0.02032470703125,293.3124754962325,0.9,1026.2706320222971,87.0,240.0
MOM6.SG,Mexico,Sierra Tarahumara,27,-107.25,3200.0,M,0.01,Shotgun,RaghavanScience2015,..,Mexico_PreColumbian_CH_MOM6.SG_lc,PASS (literature),0.0335693359375,101.31949507249625,0.9,197.57939866504725,139.0,240.0
MARC1492.SG,Canada,"Old Mission Point, Restigouche River, Atholville, prehistory Tjigog, New Brunswick",47.989444,-66.7125,387.0,M,0.12300000000000001,Shotgun,RaghavanScience2015,..,Canada_400BP.SG,PASS (literature),0.66015625,10.0,0.9,3461.703430130808,2781.0,240.0
I1048.SG,Tanzania,"Zanzibar, Pemba Island, Mapangani Cave",-4.9,39.6,1358.0,M,0.005,Shotgun,SkoglundCell2017,"Boivin, Nicky",Tanzania_Pemba_1400BP_lc.SG,PASS,0.0278472900390625,291.2821943948969,0.9,107168.53942962717,118.0,240.0
Bar31.SG,Turkey,"Northwest Anatolia, Marmara, Barcın",40.3037,29.6085,8279.0,M,3.301,Shotgun,HofmanovaPNAS2016,..,Anatolia_N.SG,PASS (literature),6.21875,76.82029891287712,0.9,247.0017156713149,26109.0,240.0
Klei10.SG,Greece,Kleitos,..,..,6063.0,M,2.195,Shotgun,HofmanovaPNAS2016,..,Greece_LN.SG,PASS (literature),5.18359375,73.64639843801014,0.9,289.5089163982544,21915.0,240.0
